함수명,설명
- ?ExecutePC@CGCodeInterpreter@@QAEHPBD@Z,PC에서 G코드를 실행합니다.
- ?ExecutionStop@CCoordMotion@@QAEHXZ,실행을 중지합니다.
- ?FeedRateDistance@CCoordMotion@@QAENNNNNNNNNPAH@Z,피드 속도에 따른 거리 계산을 수행합니다.
- ?FeedRateDistance@CCoordMotion@@QAENNNNNNNPAH@Z,피드 속도에 따른 거리 계산을 수행합니다.
- ?FlushSegments@CCoordMotion@@QAEHXZ,세그먼트를 플러시합니다.
- ?FlushWriteLineBuffer@CCoordMotion@@AAEHXZ,라인 버퍼를 플러시합니다.
- ?GeoCorrect@CKinematics@@UAEHNNNPAN00@Z,지오메트리 보정을 수행합니다.
- ?GetAbort@CCoordMotion@@QAE_NXZ,중단 상태를 가져옵니다.
- ?GetAbort@CGCodeInterpreter@@QAE_NXZ,중단 상태를 가져옵니다.
- ?GetAxisDefinitions@CCoordMotion@@QAEHPAH0000000@Z,축 정의를 가져옵니다.
- ?GetAxisDefinitions@CCoordMotion@@QAEHPAH00000@Z,축 정의를 가져옵니다.
- ?GetAxisDone@CCoordMotion@@QAEHHPAH@Z,축 작업 완료 상태를 가져옵니다.
- ?GetDestination@CCoordMotion@@QAEHHPAN@Z,목적지를 가져옵니다.
- ?GetFeedRateOverride@CCoordMotion@@QAENXZ,피드 속도 오버라이드를 가져옵니다.
- ?GetFeedRateRapidOverride@CCoordMotion@@QAENXZ,빠른 피드 속도 오버라이드를 가져옵니다.
- ?GetHalt@CCoordMotion@@QAE_NXZ,중지 상태를 가져옵니다.
- ?GetHalt@CGCodeInterpreter@@QAE_NXZ,중지 상태를 가져옵니다.
- ?GetHaltNextLine@CGCodeInterpreter@@QAE_NXZ,다음 라인의 중지 상태를 가져옵니다.
- ?GetHardwareFRORange@CCoordMotion@@QAENXZ,하드웨어 피드 속도 비율 범위를 가져옵니다.
- ?GetMotionParams@CCoordMotion@@QAEPAUMOTION_PARAMS@@XZ,모션 파라미터를 가져옵니다.
- ?GetMotionParams@CGCodeInterpreter@@QAEPAUMOTION_PARAMS@@XZ,모션 파라미터를 가져옵니다.
- ?GetOrigin@CGCodeInterpreter@@QAEHHPAN0000000@Z,원점을 가져옵니다.
- ?GetOrigin@CGCodeInterpreter@@QAEHHPAN00000@Z,원점을 가져옵니다.
- ?GetPosition@CCoordMotion@@QAEHHPAN@Z,현재 위치를 가져옵니다.
- ?GetRapidSettings@CCoordMotion@@QAEHXZ,빠른 설정을 가져옵니다.
- ?GetRapidSettingsAxis@CCoordMotion@@QAEHHPAN0000N@Z,특정 축의 빠른 설정을 가져옵니다.
- ?GetRealTimeState@CGCodeInterpreter@@QAEPAUsetup_struct@@XZ,실시간 상태를 가져옵니다.
- ?GetSoftLimits@CKinematics@@UAEHPAN000000000000000@Z,소프트 제한을 가져옵니다.
- ?GetSpindleRPS@CCoordMotion@@QAEHAAM@Z,스핀들의 초당 회전수를 가져옵니다.
- ?GetSpindleRateOverride@CCoordMotion@@QAENXZ,스핀들 속도 오버라이드를 가져옵니다.
- ?Halt@CGCodeInterpreter@@QAEXXZ,작업을 중지합니다.
- ?HaltNextLine@CGCodeInterpreter@@QAEXXZ,다음 라인에서 작업을 중지합니다.
- ?InchesOrDegToUserUnitsA@CGCodeInterpreter@@QAENN@Z,인치 또는 각도를 사용자 단위로 변환합니다.
- ?InchesOrDegToUserUnitsB@CGCodeInterpreter@@QAENN@Z,인치 또는 각도를 사용자 단위로 변환합니다.
- ?InchesOrDegToUserUnitsC@CGCodeInterpreter@@QAENN@Z,인치 또는 각도를 사용자 단위로 변환합니다.
- ?InchesToUserUnits@CGCodeInterpreter@@QAENN@Z,인치를 사용자 단위로 변환합니다.
- ?InchesToUserUnitsX@CGCodeInterpreter@@QAENN@Z,인치를 사용자 단위로 변환합니다.
- ?InitializeInterp@CGCodeInterpreter@@QAEHXZ,인터프리터를 초기화합니다.
- ?Interpret@CGCodeInterpreter@@QAEHHPBDHHHP6AXH0@ZP6AXHHH0@Z@Z,G코드를 해석합니다.
