함수명,설명
_KM_dotnet_Interop_CoordMotion_MOTION_PARAMS_Get_RadiusA@4,A축의 반지름을 가져옵니다.
_KM_dotnet_Interop_CoordMotion_MOTION_PARAMS_Get_RadiusB@4,B축의 반지름을 가져옵니다.
_KM_dotnet_Interop_CoordMotion_MOTION_PARAMS_Get_RadiusC@4,C축의 반지름을 가져옵니다.
_KM_dotnet_Interop_CoordMotion_MOTION_PARAMS_Get_TPLookahead@4,TP 선행을 가져옵니다.
_KM_dotnet_Interop_CoordMotion_MOTION_PARAMS_Get_UseOnlyLinearSegments@4,선형 세그먼트만 사용하는 설정을 가져옵니다.
_KM_dotnet_Interop_CoordMotion_MOTION_PARAMS_Set_ArcsToSegs@8,호를 세그먼트로 변환하는 설정을 설정합니다.
_KM_dotnet_Interop_CoordMotion_MOTION_PARAMS_Set_BreakAngle@12,브레이크 각도를 설정합니다.
_KM_dotnet_Interop_CoordMotion_MOTION_PARAMS_Set_CollinearTol@12,공선 허용 오차를 설정합니다.
_KM_dotnet_Interop_CoordMotion_MOTION_PARAMS_Set_CornerTol@12,코너 허용 오차를 설정합니다.
_KM_dotnet_Interop_CoordMotion_MOTION_PARAMS_Set_CountsPerInchA@12,A축의 인치당 카운트를 설정합니다.
_KM_dotnet_Interop_CoordMotion_MOTION_PARAMS_Set_CountsPerInchB@12,B축의 인치당 카운트를 설정합니다.
_KM_dotnet_Interop_CoordMotion_MOTION_PARAMS_Set_CountsPerInchC@12,C축의 인치당 카운트를 설정합니다.
_KM_dotnet_Interop_CoordMotion_MOTION_PARAMS_Set_CountsPerInchX@12,X축의 인치당 카운트를 설정합니다.
_KM_dotnet_Interop_CoordMotion_MOTION_PARAMS_Set_CountsPerInchY@12,Y축의 인치당 카운트를 설정합니다.
_KM_dotnet_Interop_CoordMotion_MOTION_PARAMS_Set_CountsPerInchZ@12,Z축의 인치당 카운트를 설정합니다.
_KM_dotnet_Interop_CoordMotion_MOTION_PARAMS_Set_DegreesA@8,A축의 각도를 설정합니다.
_KM_dotnet_Interop_CoordMotion_MOTION_PARAMS_Set_DegreesB@8,B축의 각도를 설정합니다.
_KM_dotnet_Interop_CoordMotion_MOTION_PARAMS_Set_DegreesC@8,C축의 각도를 설정합니다.
_KM_dotnet_Interop_CoordMotion_MOTION_PARAMS_Set_DoRapidsAsFeeds@8,급속 이동을 피드로 처리하는 설정을 설정합니다.
_KM_dotnet_Interop_CoordMotion_MOTION_PARAMS_Set_FacetAngle@12,면 각도를 설정합니다.
_KM_dotnet_Interop_CoordMotion_MOTION_PARAMS_Set_MaxAccelA@12,A축의 최대 가속도를 설정합니다.
_KM_dotnet_Interop_CoordMotion_MOTION_PARAMS_Set_MaxAccelB@12,B축의 최대 가속도를 설정합니다.
_KM_dotnet_Interop_CoordMotion_MOTION_PARAMS_Set_MaxAccelC@12,C축의 최대 가속도를 설정합니다.
_KM_dotnet_Interop_CoordMotion_MOTION_PARAMS_Set_MaxAccelX@12,X축의 최대 가속도를 설정합니다.
_KM_dotnet_Interop_CoordMotion_MOTION_PARAMS_Set_MaxAccelY@12,Y축의 최대 가속도를 설정합니다.
_KM_dotnet_Interop_CoordMotion_MOTION_PARAMS_Set_MaxAccelZ@12,Z축의 최대 가속도를 설정합니다.
_KM_dotnet_Interop_CoordMotion_MOTION_PARAMS_Set_MaxLinearLength@12,최대 선형 길이를 설정합니다.
_KM_dotnet_Interop_CoordMotion_MOTION_PARAMS_Set_MaxRapidFRO@12,최대 급속 FRO를 설정합니다.
_KM_dotnet_Interop_CoordMotion_MOTION_PARAMS_Set_MaxVelA@12,A축의 최대 속도를 설정합니다.
_KM_dotnet_Interop_CoordMotion_MOTION_PARAMS_Set_MaxVelB@12,B축의 최대 속도를 설정합니다.
_KM_dotnet_Interop_CoordMotion_MOTION_PARAMS_Set_MaxVelC@12,C축의 최대 속도를 설정합니다.
